X,Y,id,InstallationOrAircraftOperatorID,AccountHolderName,NationalAdministrator,NationalAdministratorCode,AccountTypeCode,AccountTypeCodeLookup,AccountStatus,CompanyRegistrationNo,ContactName,ContactAddress1,ContactAddress2,ContactCity,ContactZipCode,ContactCountryCode,ContactCountryCodeLookup,ContactRelationshipTypeCode,ContactRelationshipTypeCodeLookup,ContactTelephone1,ContactTelephone2,ContactEmailAddress,InstallationNameOrAircraftOperatorCode,ParentCompany,SubsidiaryCompany,EPRTRIdentification,FirstYearOfEmissions,LastYearOfEmissions,PermitOrPlanDate,PermitOrPlanID,Latitude,Longitude,Address1,Address2,City,ZipCode,Country,MainActivityTypeCode,MainActivityTypeCodeLookup,FreeAllocations_2005,ETSPhase_2005,AllowanceInAllocation_2005,UnitsSurrendered_2005,CumulativeSurrenderedUnits_2005,CumulativeVerifiedEmissions_2005,SurrenderedAllowances_2005,VerifiedEmissions_2005,ComplianceCode_2005,FreeAllocations_2006,ETSPhase_2006,AllowanceInAllocation_2006,UnitsSurrendered_2006,CumulativeSurrenderedUnits_2006,CumulativeVerifiedEmissions_2006,SurrenderedAllowances_2006,VerifiedEmissions_2006,ComplianceCode_2006,FreeAllocations_2007,ETSPhase_2007,AllowanceInAllocation_2007,UnitsSurrendered_2007,CumulativeSurrenderedUnits_2007,CumulativeVerifiedEmissions_2007,SurrenderedAllowances_2007,VerifiedEmissions_2007,ComplianceCode_2007,FreeAllocations_2008,ETSPhase_2008,AllowanceInAllocation_2008,UnitsSurrendered_2008,CumulativeSurrenderedUnits_2008,CumulativeVerifiedEmissions_2008,SurrenderedAllowances_2008,VerifiedEmissions_2008,ComplianceCode_2008,FreeAllocations_2009,ETSPhase_2009,AllowanceInAllocation_2009,UnitsSurrendered_2009,CumulativeSurrenderedUnits_2009,CumulativeVerifiedEmissions_2009,SurrenderedAllowances_2009,VerifiedEmissions_2009,ComplianceCode_2009,FreeAllocations_2010,ETSPhase_2010,AllowanceInAllocation_2010,UnitsSurrendered_2010,CumulativeSurrenderedUnits_2010,CumulativeVerifiedEmissions_2010,SurrenderedAllowances_2010,VerifiedEmissions_2010,ComplianceCode_2010,FreeAllocations_2011,ETSPhase_2011,AllowanceInAllocation_2011,UnitsSurrendered_2011,CumulativeSurrenderedUnits_2011,CumulativeVerifiedEmissions_2011,SurrenderedAllowances_2011,VerifiedEmissions_2011,ComplianceCode_2011,FreeAllocations_2012,ETSPhase_2012,AllowanceInAllocation_2012,UnitsSurrendered_2012,CumulativeSurrenderedUnits_2012,CumulativeVerifiedEmissions_2012,SurrenderedAllowances_2012,VerifiedEmissions_2012,ComplianceCode_2012,FreeAllocations_2013,ETSPhase_2013,AllowanceInAllocation_2013,UnitsSurrendered_2013,CumulativeSurrenderedUnits_2013,CumulativeVerifiedEmissions_2013,SurrenderedAllowances_2013,VerifiedEmissions_2013,ComplianceCode_2013,FreeAllocations_2014,ETSPhase_2014,AllowanceInAllocation_2014,UnitsSurrendered_2014,CumulativeSurrenderedUnits_2014,CumulativeVerifiedEmissions_2014,SurrenderedAllowances_2014,VerifiedEmissions_2014,ComplianceCode_2014,FreeAllocations_2015,ETSPhase_2015,AllowanceInAllocation_2015,UnitsSurrendered_2015,CumulativeSurrenderedUnits_2015,CumulativeVerifiedEmissions_2015,SurrenderedAllowances_2015,VerifiedEmissions_2015,ComplianceCode_2015,FreeAllocations_2016,ETSPhase_2016,AllowanceInAllocation_2016,UnitsSurrendered_2016,CumulativeSurrenderedUnits_2016,CumulativeVerifiedEmissions_2016,SurrenderedAllowances_2016,VerifiedEmissions_2016,ComplianceCode_2016,FreeAllocations_2017,ETSPhase_2017,AllowanceInAllocation_2017,UnitsSurrendered_2017,CumulativeSurrenderedUnits_2017,CumulativeVerifiedEmissions_2017,SurrenderedAllowances_2017,VerifiedEmissions_2017,ComplianceCode_2017,FreeAllocations_2018,ETSPhase_2018,AllowanceInAllocation_2018,UnitsSurrendered_2018,CumulativeSurrenderedUnits_2018,CumulativeVerifiedEmissions_2018,SurrenderedAllowances_2018,VerifiedEmissions_2018,ComplianceCode_2018,FreeAllocations_2019,ETSPhase_2019,AllowanceInAllocation_2019,UnitsSurrendered_2019,CumulativeSurrenderedUnits_2019,CumulativeVerifiedEmissions_2019,SurrenderedAllowances_2019,VerifiedEmissions_2019,ComplianceCode_2019,FreeAllocations_2020,ETSPhase_2020,AllowanceInAllocation_2020,UnitsSurrendered_2020,CumulativeSurrenderedUnits_2020,CumulativeVerifiedEmissions_2020,SurrenderedAllowances_2020,VerifiedEmissions_2020,ComplianceCode_2020
1.23246240823,45.1363136207,FR-111,111,PERIGORD ENERGIES,France,FR,100,Holding Account,open,"423865476",PERIGORD ENERGIES,18 Rue Thomas Edison,/,Canejan,"33612",FR,France,1,Account holder,,,,PERIGORD ENERGIES,PERIGORD ENERGIES,,,2005,0,1999/11/08,"05205717",0,0,(Site de Condat) - Centrale de Cogénération,23 avenue Georges Haupinot/BP 14,LE LARDIN SAINT LAZARE,"24570",FR,20,Combustion of fuels,269901,2005-2007,269901,,0,176351,,176351,B,269901,2005-2007,269901,349729,349729,349729,349729,173378,A,269902,2005-2007,269902,171578,521307,521307,171578,171578,A,191684,2008-2012,191684,175318,175318,"175318",149441,175318,A,191684,2008-2012,191684,182495,357813,"357813",182495,"182495",A,191684,2008-2012,191684,183067,540880,"540880",183067,"183067",A,191684,2008-2012,191684,166016,706896,"706896",119439,166016,A*,191684,2008-2012,191684,163825,870721,"870721",106893,"163825",A,0,2013-2020,0,154531,154531,"154531",154531,"154531",A,0,2013-2020,0,78293,232824,"232824",78293,"78293",A,0,2013-2020,0,146203,379027,"379027",146203,"146203",A,0,2013-2020,0,148812,527839,"527839",148812,"148812",A,0,2013-2020,0,165363,693202,"693202",165363,"165363",A,0,2013-2020,0,144632,837834,"837834",144632,"144632",A,0,2013-2020,0,112589,950423,"950423",112589,"112589",A,0,2013-2020,0,99325,1049748,"1049748",99325,"99325",A
4.49195438858,46.6461358907,FR-143,143,GAZEL ENERGIE GENERATION,France,FR,100,Holding Account,closed,"399361468",GAZEL ENERGIE GENERATION,9 Rue du Débarcadère,/,COLOMBES,"92700",FR,France,1,Account holder,,,,LA SNET - Centrale de Lucy,SOCIETE NATIONALE D'ELECTRICITE ET DE THERMIQUE,,071CEN361,2005,2014,1968/03/12,"05401195",0,0,20 Quai de Moulin,BP 121/,MONCEAU LES MINES,"71300",FR,20,Combustion of fuels,787614,2005-2007,787614,28865,28865,753139,28865,753139,B*,787614,2005-2007,787614,1619735,1648600,1648600,1619735,895461,A,787613,2005-2007,787613,735386,2383986,2383986,735386,735386,A,554962,2008-2012,554962,843831,843831,"843831",843831,843831,A,554962,2008-2012,554962,552493,1396324,"1396324",552493,"552493",A,554962,2008-2012,554962,223571,1619895,"1619895",223571,"223571",A,554962,2008-2012,554962,98504,1718399,"1718399",88875,98504,A,554962,2008-2012,554962,327813,2046212,"2046212",,"327813",A,,2013-2020,,311118,311118,"311118",311118,"311118",A,,2013-2020,,1139,312257,"312257",1139,"1139",A*,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,
4.85725794932,45.6730630785,FR-427,427,TOTAL RAFFINAGE FRANCE,France,FR,100,Holding Account,open,"529221749",TOTAL RAFFINAGE FRANCE,2 PLACE JEAN MILLIER,/,COURBEVOIE,"92400",FR,France,1,Account holder,,,,Raffinerie de Feyzin,TOTAL RAFFINAGE FRANCE,,,2005,0,1962/04/20,"06103973",0,0,BP 6,/,Feyzin Cedex,"69551",FR,21,Refining of mineral oil,1341095,2005-2007,1341095,,0,1266292,,1266292,B,1341095,2005-2007,1341095,2639355,2639355,2639355,2639355,1373063,A,1341094,2005-2007,1341094,1213929,3853284,3820034,1213929,1180679,A,1145819,2008-2012,1145819,1342686,1342686,"1342686",1342686,1342686,A,1145819,2008-2012,1145819,1227025,2569711,"2569711",1227025,"1227025",A,1145819,2008-2012,1145819,1171330,3741041,"3741011",1171330,"1171300",A,1145819,2008-2012,1145819,1189947,4930988,"4930958",1189947,1189947,A*,1145819,2008-2012,1145819,1162249,6093237,"6093237",388822,"1162279",A*,926881,2013-2020,926881,1062832,1062832,"1062832",1062832,"1062832",A*,910783,2013-2020,910783,1091918,2154750,"2154750",1091918,"1091918",A,894495,2013-2020,894495,1128116,3282866,"3282866",1128116,"1128116",A,878037,2013-2020,878037,1111451,4394317,"4394317",1111451,"1111451",A,861400,2013-2020,861400,1100036,5494353,"5494353",1100036,"1100036",A,844603,2013-2020,844603,1124040,6618393,"6618393",1124040,"1124040",A,827596,2013-2020,827596,1012709,7631102,"7631102",1012709,"1012709",A,810531,2013-2020,810531,782236,8413338,"8413338",782236,"782236",A
3.35913214045,49.0039701095,FR-4,4,WEPA GREENFIELD SAS,France,FR,100,Holding Account,open,"850258583",WEPA GREENFIELD SAS,Z.I. de la Grande Borne,,CHATEAU THIERRY,"02400",FR,France,1,Account holder,,,,WEPA GREENFIELD SAS,WEPA GREENFIELD SAS,,002GRE1899,2005,0,1994/12/21,"05100143",0,0,ZI la Grande Borne,BP 39/,Château-Thierry,"02400",FR,35,Production of pulp,35668,2005-2007,35668,,0,24530,,24530,B,35668,2005-2007,35668,51487,51487,51487,51487,26957,A,35668,2005-2007,35668,25885,77372,77372,25885,25885,A,30647,2008-2012,30647,24216,24216,"24216",20079,24216,A,30647,2008-2012,30647,21783,45999,"45999",17646,"21783",A*,30647,2008-2012,30647,24114,70113,"70113",19977,"24114",A,30647,2008-2012,30647,20207,90320,"90319",16070,20206,A*,30647,2008-2012,30647,25608,115928,"115927",21471,"25608",A,4599,2013-2020,4599,27284,27284,"27284",27284,"27284",A,4519,2013-2020,4519,27075,54359,"54359",27075,"27075",A,4438,2013-2020,4438,24250,78609,"78609",24250,"24250",A,4356,2013-2020,4356,22035,100644,"100643",22035,"22034",A,4274,2013-2020,4274,21182,121826,"121824",21182,"21181",A,4190,2013-2020,4190,20980,142806,"142803",20980,"20979",A,4106,2013-2020,4106,16252,159058,"159055",16252,"16252",A,4021,2013-2020,4021,20248,179306,"179303",20248,"20248",A
4.96142704635,45.7717277447,FR-426,426,ARCHEMIS,France,FR,100,Holding Account,closed,"322346651",ARCHEMIS,24 avenue Jean Jaurès,/,Décines Charpieu Cedex,"69153",FR,France,1,Account holder,,,,Chaufferie Centrale,ARCHEMIS,,,2005,2007,2005/05/17,"06103969",0,0,24 Avenue Jean Jaurès,/,Décines Charpieu Cedex,"69153",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,6359,2005-2007,6359,4604,4604,4604,4604,4604,A,6359,2005-2007,6359,4604,9208,6440,4604,1836,A,6358,2005-2007,6358,,9208,6440,,0,A*,,2008-2012,,,0,"0",,,A,,2008-2012,,,0,Not Calculated,,Not Reported,C,,2008-2012,,,0,Not Calculated,,Not Reported,C,,2008-2012,,,,,,,,,2008-2012,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,
4.88845817426,45.7707704179,FR-425,425,ELM OPERATIONS,France,FR,100,Holding Account,open,"821693355",ELM OPERATIONS,184 Cours Lafayette,,LYON,"69003",FR,France,1,Account holder,,,,LA DOUA,ELM OPERATIONS,,,2005,0,2003/08/26,"10600365",0,0,10 avenue Albert Einstein,/,Villeurbanne,"69100",FR,20,Combustion of fuels,22461,2005-2007,22461,,0,6476,,6476,B,22461,2005-2007,22461,12943,12943,12943,12943,6467,A,22461,2005-2007,22461,8760,21703,21703,8760,8760,A,17670,2008-2012,17670,9560,9560,"9560",7175,9560,A,17670,2008-2012,17670,10148,19708,"19708",7763,"10148",A,17670,2008-2012,17670,12057,31765,"31765",9672,"12057",A,17670,2008-2012,17670,9520,41285,"41285",7135,9520,A,17670,2008-2012,17670,10927,52212,"52212",8542,"10927",A,8246,2013-2020,8246,11343,11343,"11343",11343,"11343",A,7380,2013-2020,7380,9031,20374,"20374",9031,"9031",A,6537,2013-2020,6537,10039,30413,"30413",10039,"10039",A,5719,2013-2020,5719,10434,40847,"40847",10434,"10434",A,4926,2013-2020,4926,9912,50759,"50759",9912,"9912",A,4160,2013-2020,4160,9386,60145,"60145",9386,"9386",A,3418,2013-2020,3418,8260,68405,"68405",8260,"8260",A,2704,2013-2020,2704,,68405,"68405",,"0",A
4.88137668221,45.7037728826,FR-424,424,VENISSIEUX ENERGIES,France,FR,100,Holding Account,open,"518831854",VENISSIEUX ENERGIES,16 Rue Albert Einstein,,VENISSIEUX,"69200",FR,France,1,Account holder,,,,VENISSIEUX ENERGIES - MINGUETTES,VENISSIEUX ENERGIES,,,2005,0,2008/01/16,"06103843",0,0,Chaufferie 16,16 rue Albert Einstein/,Vénissieux,"69200",FR,20,Combustion of fuels,66928,2005-2007,66928,,0,52970,,52970,B,66928,2005-2007,66928,98777,98777,98777,98777,45807,A,66929,2005-2007,66929,47030,145807,145807,47030,47030,A,46139,2008-2012,46139,49377,49377,"49377",49377,49377,A,46139,2008-2012,46139,53825,103202,"103202",53825,"53825",A*,46139,2008-2012,46139,59162,162364,"162364",57422,"59162",A,46139,2008-2012,46139,36470,198834,"198834",35833,36470,A*,46139,2008-2012,46139,33136,231970,"231970",4370,"33136",A,29768,2013-2020,29768,31807,31807,"31807",31807,"31807",A,26612,2013-2020,26612,26788,58595,"58595",26788,"26788",A,23575,2013-2020,23575,28032,86627,"86627",28032,"28032",A,20635,2013-2020,20635,23964,110591,"110591",23964,"23964",A,17786,2013-2020,17786,22756,133347,"133347",22756,"22756",A,15031,2013-2020,15031,21914,155261,"155261",21914,"21914",A,12364,2013-2020,12364,21275,176536,"176536",21275,"21275",A,9793,2013-2020,9793,22293,198829,Not Calculated,22293,Not Reported,C
6.84541206237,47.6471539414,FR-1128,1128,ALSTOM POWER SERVICE,France,FR,100,Holding Account,closed,"424210599",ALSTOM POWER SERVICE,2 Quai Michelet,3 Avenue André Malraux/,Levallois Perret,"92300",FR,France,1,Account holder,,,,Turbine à gaz Alstom Power Service,ALSTOM POWER SERVICE,,,2005,2011,2005/01/01,"12400021",0,0,3 Avenue des 3 Chênes,Bâtiment 28/,Belfort,"90018",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,1839,2005-2007,1839,2028,2028,2028,2028,2028,A*,1839,2005-2007,1839,,2028,2028,,0,A,1839,2005-2007,1839,,2028,2028,,0,A,1447,2008-2012,1447,,0,"0",,0,A*,0,2008-2012,0,,0,"0",,"0",A,0,2008-2012,0,,0,"0",,"0",A,0,2008-2012,0,,0,"0",,0,A*,0,2008-2012,0,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,
5.5511979426,45.3609994105,FR-423,423,CARRIERES ET CHAUX BALTHAZARD ET COTTE,France,FR,100,Holding Account,open,"331278309",CARRIERES ET CHAUX BALTHAZARD ET COTTE,Rue Pra Paris,BP 6,Sassenage,"38361",FR,France,1,Account holder,,,,CCBC LA BUISSE,CARRIERES ET CHAUX BALTHAZARD ET COTTE,,,2005,0,2002/07/25,"06102832",0,0,La Carrière,/,LA BUISSE,"38500",FR,30,"Production of lime, or calcination of dolomite/magnesite",85486,2005-2007,85486,,0,71862,,71862,B,85486,2005-2007,85486,155458,155458,155458,155458,83596,A,85486,2005-2007,85486,87209,242667,242667,87209,87209,A,84134,2008-2012,84134,84593,84593,"84593",84593,84593,A,84134,2008-2012,84134,69103,153696,"153696",63504,"69103",A,84134,2008-2012,84134,76258,229954,"229954",70659,"76258",A,84134,2008-2012,84134,74954,304908,"304908",69355,74954,A*,84134,2008-2012,84134,63806,368714,"368714",23813,"63806",A,78552,2013-2020,78552,83053,83053,"83053",83053,"83053",A,77188,2013-2020,77188,68651,151704,"151704",68651,"68651",A,75807,2013-2020,75807,77055,228759,"228759",77055,"77055",A,74413,2013-2020,74413,58559,287318,"287318",58559,"58559",A,73003,2013-2020,73003,71439,358757,"358757",71439,"71439",A*,71579,2013-2020,71579,70639,429396,"429396",70639,"70639",A,70138,2013-2020,70138,61435,490831,"490831",61435,"61435",A,68692,2013-2020,68692,42717,533548,"533548",42717,"42717",A
6.84541206237,47.6471539414,FR-1127,1127,ALSTOM POWER SYSTEMS SA,France,FR,100,Holding Account,closed,"389192030",ALSTOM POWER SYSTEMS SA,2 quai Michelet,3 avenue André Malraux,Levallois Perret Cedex,"92309",FR,France,1,Account holder,,,,Alstom Site de Belfort- Chaudière du bâtiment 28,ALSTOM POWER SYSTEMS SA,,,2005,2014,1999/07/05,"05901928",0,0,3 Avenue des 3 Chênes,/,BELFORT Cedex,"90018",FR,20,Combustion of fuels,10714,2005-2007,10714,1626,1626,12339,1626,12339,B*,10714,2005-2007,10714,22650,24276,24276,22650,11937,A,10714,2005-2007,10714,9714,33990,33990,9714,9714,A,8429,2008-2012,8429,13389,13389,"13389",13389,13389,A,8429,2008-2012,8429,13486,26875,"26875",13486,"13486",A,8429,2008-2012,8429,14675,41550,"41550",14675,"14675",A,8429,2008-2012,8429,10614,52164,"52164",10614,10614,A*,8429,2008-2012,8429,13005,65169,"65169",13005,"13005",A,9690,2013-2020,9690,7983,7983,"7983",7983,"7983",A,9522,2013-2020,9522,,7983,"7983",,"0",A,0,2013-2020,0,,,,,,,0,2013-2020,0,,,,,,,0,2013-2020,0,,,,,,,0,2013-2020,0,,,,,,,0,2013-2020,0,,,,,,,0,2013-2020,0,,,,,,
4.92637767698,45.7858821061,FR-422,422,VAULX EN VELIN VILLEURBANNE ENERGIES,France,FR,100,Holding Account,open,"841686686",VAULX EN VELIN VILLEURBANNE ENERGIES,184 Cours Lafayette,,LYON,"69003",FR,France,1,Account holder,,,,Chaufferie Urbaine de Vaulx-en-Velin,VAULX EN VELIN VILLEURBANNE ENERGIES,,,2005,0,1984/04/25,"06103810",0,0,12 rue Jean Corona,/,Vaulx en Velin,"69120",FR,20,Combustion of fuels,62195,2005-2007,62195,,0,51291,,51291,B,62195,2005-2007,62195,96844,96844,96844,96844,45553,A,62196,2005-2007,62196,43937,140781,140781,43937,43937,A,42876,2008-2012,42876,45098,45098,"45098",39310,45098,A,42876,2008-2012,42876,43553,88651,"88651",43553,"43553",A,42876,2008-2012,42876,46947,135598,"135598",46947,"46947",A,42876,2008-2012,42876,35498,171096,"171096",25079,35498,A*,42876,2008-2012,42876,34024,205120,"205120",23335,"34024",A,30154,2013-2020,30154,31370,31370,"31370",31370,"31370",A,24807,2013-2020,24807,18593,49963,"49963",18593,"18593",A*,20048,2013-2020,20048,16179,66142,"66142",16179,"16179",A,17389,2013-2020,17389,15722,81864,"81864",15722,"15722",A,14989,2013-2020,14989,16217,98081,"98081",16217,"16217",A,12667,2013-2020,12667,15596,113677,"113677",15596,"15596",A,10419,2013-2020,10419,16103,129780,"129780",16103,"16103",A,8253,2013-2020,8253,15597,145377,"145377",15597,"15597",A
4.4705436953,45.7046028711,FR-419,419,EDILIANS,France,FR,100,Holding Account,open,"449354224",EDILIANS,65 chemin du Moulin Carron,BP 60060 F,Dardilly,"69570",FR,France,1,Account holder,,,,EDILIANS Sainte Foy l'Argentière,EDILIANS,,031IME2411,2005,0,2005/05/12,"06103735",0,0,Le Bourg- ZI,/,Sainte Foy l'Argentière,"69610",FR,32,Manufacture of ceramics,18957,2005-2007,18957,29924,29924,29924,29924,29924,A,18957,2005-2007,18957,33807,63731,63731,33807,33807,A*,18956,2005-2007,18956,35583,99314,99314,35583,35583,A,40189,2008-2012,40189,35664,35664,"35664",29443,35664,A,40189,2008-2012,40189,31358,67022,"67022",24862,"31358",A,53024,2008-2012,53024,32185,99207,"99207",26791,"32185",A,53024,2008-2012,53024,34781,133988,"133988",29387,34781,A*,53024,2008-2012,53024,32756,166744,"166744",27362,"32756",A,35434,2013-2020,35434,31965,31965,"31964",31965,"31964",A*,34819,2013-2020,34819,32419,64384,"64382",32419,"32418",A*,34195,2013-2020,34195,32786,97170,"97168",32786,"32786",A,33567,2013-2020,33567,29320,126490,"126488",29320,"29320",A,32930,2013-2020,32930,28941,155431,"155429",28941,"28941",A,32289,2013-2020,32289,29502,184933,"184930",29502,"29501",A,31639,2013-2020,31639,29944,214877,"214877",29944,"29947",A,30986,2013-2020,30986,29202,244079,"244079",29202,"29202",A
4.85046367008,45.7011050588,FR-418,418,RHODIA OPERATIONS,France,FR,100,Holding Account,open,"622037083",RHODIA OPERATIONS,25 rue de Clichy,/,Paris,"75009",FR,France,1,Account holder,,,,Chaufferie Rhodia Organique St Fons,RHODIA OPERATIONS,,069SAI2410,2005,0,1987/09/10,"06103731",0,0,Usine de Saint Fons Chimie,BP 53/,Saint Fons Cedex,"69192",FR,20,Combustion of fuels,182904,2005-2007,182904,,0,180192,,180192,B,182904,2005-2007,182904,353044,353044,353044,353044,172852,A,182903,2005-2007,182903,174197,527241,527241,174197,174197,A,153043,2008-2012,153043,157739,157739,"157739",157739,157739,A,153043,2008-2012,153043,140273,298012,"298012",140273,"140273",A,153043,2008-2012,153043,163731,461743,"461743",163731,"163731",A,153043,2008-2012,153043,123295,585038,"585038",123295,123295,A*,153043,2008-2012,153043,95774,680812,"680812",,"95774",A,111546,2013-2020,111546,97590,97590,"97590",97590,"97590",A,109608,2013-2020,109608,73223,170813,"170813",73223,"73223",A,107648,2013-2020,107648,83317,254130,"254130",83317,"83317",A,105667,2013-2020,105667,78052,332182,"332182",78052,"78052",A,103665,2013-2020,103665,74647,406829,"406829",74647,"74647",A,101644,2013-2020,101644,84324,491153,"491153",84324,"84324",A,99597,2013-2020,99597,78520,569673,"569673",78520,"78520",A,97543,2013-2020,97543,78917,648590,"648590",78917,"78917",A
4.85046367008,45.7011050588,FR-417,417,AIR LIQUIDE FRANCE INDUSTRIE,France,FR,100,Holding Account,open,"314119504",AIR LIQUIDE FRANCE INDUSTRIE,6 Rue Cognacq Jay,,PARIS,"75007",FR,France,1,Account holder,,,,ALFI BELLE-ETOILE HYDROGENE,AIR LIQUIDE FRANCE INDUSTRIE,,069SIT2403,2005,0,2006/01/01,"06103714",0,0,Avenue Albert Ramboz,/,SAINT-FONS,"69190",FR,43,Production of hydrogen and synthesis gas,204208,2005-2007,204208,17500,17500,161110,17500,161110,B,204208,2005-2007,204208,300056,317556,317555,300056,156445,A*,204208,2005-2007,204208,155941,473497,473495,155941,155940,A,143336,2008-2012,143336,154172,154172,"154172",154172,154172,A,143336,2008-2012,143336,134334,288506,"288506",134334,"134334",A,143336,2008-2012,143336,144047,432553,"432553",144047,"144047",A,143336,2008-2012,143336,144317,,,144317,144317,,143336,2008-2012,143336,131479,708349,"708349",34728,"131479",A,78327,2013-2020,78327,185472,185472,"185472",185472,"185472",A,76966,2013-2020,76966,152350,337822,"337822",152350,"152350",A*,75590,2013-2020,75590,93879,431701,"431701",93879,"93879",A,74199,2013-2020,74199,88400,520101,"520101",88400,"88400",A,72793,2013-2020,72793,101942,622043,"622043",101942,"101942",A,71374,2013-2020,71374,97020,719063,"719063",97020,"97020",A,69937,2013-2020,69937,89341,808404,"808404",89341,"89341",A,68495,2013-2020,68495,97569,905973,"905973",97569,"97569",A
1.84993618914,49.6498151324,FR-32,32,SAVERGLASS,France,FR,100,Holding Account,open,"525721189",SAVERGLASS,3 rue de la Gare,/,Feuquieres,"60960",FR,France,1,Account holder,,,,SAVERGLASS,SOCIETE AUTONOME DE VERRERIES (SAV),,,2005,0,1993/05/10,"05101176",0,0,3 rue de la Gare,/,Feuquieres,"60960",FR,31,Manufacture of glass,62797,2005-2007,62797,5252,5252,68049,5252,68049,B,62797,2005-2007,62797,129340,134592,134592,129340,66543,A,62797,2005-2007,62797,66641,201233,201233,66641,66641,A,62867,2008-2012,62867,67761,67761,"67761",67761,67761,A,62867,2008-2012,62867,44140,111901,"111901",44140,"44140",A*,62867,2008-2012,62867,58955,170856,"170856",58955,"58955",A,62867,2008-2012,62867,62541,233397,"221474",62541,50618,A*,62867,2008-2012,62867,64667,298064,"286141",22667,"64667",A*,41827,2013-2020,41827,66144,66144,"66144",66144,"66144",A,41101,2013-2020,41101,61968,128112,"128112",61968,"61968",A,40366,2013-2020,40366,53561,181673,"181673",53561,"53561",A,39623,2013-2020,39623,55800,237473,"237473",55800,"55800",A,38872,2013-2020,38872,58024,295497,"295497",58024,"58024",A,38114,2013-2020,38114,50678,346175,"346175",50678,"50678",A,37347,2013-2020,37347,50027,396202,"396202",50027,"50027",A,36577,2013-2020,36577,47148,443350,"443350",47148,"47148",A
5.26097283802,47.2376253044,FR-142,142,SOUGNEZ,France,FR,100,Holding Account,closed,,SOUGNEZ,CRISTAL UNION,43 Rue de la Libération/,Corbeil,"45490",FR,France,1,Account holder,,,,CRISTAL UNION Etablissement d'Aiserey,CRISTAL UNION,,021SUC279,2005,2012,1999/09/19,"05401194",0,0,Sucrerie Cristal Union,/,Aiserey,"21110",FR,1,Combustion installations with a rated thermal input exceeding 20 MW,22394,2005-2007,22394,,0,18742,,18742,B,22394,2005-2007,22394,38335,38335,38335,38335,19593,A,22393,2005-2007,22393,25784,64119,64119,25784,25784,A,25061,2008-2012,25061,,0,"0",,0,A,25061,2008-2012,25061,,0,"0",,"0",A*,19547,2008-2012,19547,,0,"0",,"0",A,19547,2008-2012,19547,,0,"0",,0,E*,19547,2008-2012,19547,,0,Not Calculated,,Not Reported,C,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,,,2013-2020,,,,,,,
4.77375123298,45.9136198331,FR-416,416,EDILIANS,France,FR,100,Holding Account,open,"449354224",EDILIANS,65 chemin du Moulin Carron,BP 60060 F,Dardilly,"69570",FR,France,1,Account holder,,,,EDILIANS Quincieux,EDILIANS,,069SIT2402,2005,0,2005/05/20,"06103699",0,0,Zone Industrielle,/,Quincieux,"69650",FR,32,Manufacture of ceramics,27493,2005-2007,27493,27777,27777,27777,27777,27777,A,27493,2005-2007,27493,24079,51856,51856,24079,24079,A*,27492,2005-2007,27492,25202,77058,77058,25202,25202,A,26190,2008-2012,26190,24603,24603,"24603",21530,24603,A,26190,2008-2012,26190,18170,42773,"42773",14961,"18170",A,26190,2008-2012,26190,17344,60117,"60117",13829,"17344",A,26190,2008-2012,26190,17254,77371,"77371",13718,17254,A*,26190,2008-2012,26190,16070,93441,"93441",12534,"16070",A,17532,2013-2020,17532,15788,15788,"15788",15788,"15788",A*,17228,2013-2020,17228,15232,31020,"31020",15232,"15232",A*,16921,2013-2020,16921,13302,44322,"44322",13302,"13302",A,16609,2013-2020,16609,13265,57587,"57587",13265,"13265",A,16294,2013-2020,16294,12044,69631,"69630",12044,"12043",A,15976,2013-2020,15976,11748,81379,"81379",11748,"11749",A,15655,2013-2020,15655,12841,94220,"94220",12841,"12841",A,15332,2013-2020,15332,12353,106573,"106573",12353,"12353",A
